method,segment_number,start_index,end_index_exclusive,end_index_inclusive,start_time,end_time,length_samples,length_hours,cluster,operation_id
SlidingWindowSymmetricKL,208,41322,41645,41644,2020-10-14 00:40:00,2020-10-16 06:20:00,323,53.833333333333336,1,OP_002
SlidingWindowSymmetricKL,209,41645,41826,41825,2020-10-16 06:30:00,2020-10-17 12:30:00,181,30.166666666666668,1,OP_002
SlidingWindowSymmetricKL,210,41826,41998,41997,2020-10-17 12:40:00,2020-10-18 17:10:00,172,28.666666666666668,1,OP_002
SlidingWindowSymmetricKL,211,41998,42143,42142,2020-10-18 17:20:00,2020-10-19 17:20:00,145,24.166666666666668,1,OP_002
SlidingWindowSymmetricKL,212,42143,42288,42287,2020-10-19 17:30:00,2020-10-20 17:30:00,145,24.166666666666668,1,OP_002
SlidingWindowSymmetricKL,213,42288,42575,42574,2020-10-20 17:40:00,2020-10-22 17:20:00,287,47.833333333333336,1,OP_002
SlidingWindowSymmetricKL,214,42575,42800,42799,2020-10-22 17:30:00,2020-10-24 06:50:00,225,37.5,1,OP_002
SlidingWindowSymmetricKL,215,42800,42944,42943,2020-10-24 07:00:00,2020-10-25 06:50:00,144,24.0,1,OP_002
SlidingWindowSymmetricKL,216,42944,43137,43136,2020-10-25 07:00:00,2020-10-26 15:00:00,193,32.166666666666664,1,OP_002
SlidingWindowSymmetricKL,217,43137,43293,43292,2020-10-26 15:10:00,2020-10-27 17:00:00,156,26.0,1,OP_002
SlidingWindowSymmetricKL,218,43293,43438,43437,2020-10-27 17:10:00,2020-10-28 17:10:00,145,24.166666666666668,1,OP_002
SlidingWindowSymmetricKL,219,43438,43606,43605,2020-10-28 17:20:00,2020-10-29 21:10:00,168,28.0,1,OP_002
SlidingWindowSymmetricKL,220,43606,43965,43964,2020-10-29 21:20:00,2020-11-01 09:00:00,359,59.833333333333336,1,OP_002
SlidingWindowSymmetricKL,221,43965,44200,44199,2020-11-01 09:10:00,2020-11-03 00:10:00,235,39.16666666666666,1,OP_002
SlidingWindowSymmetricKL,222,44200,44387,44386,2020-11-03 00:20:00,2020-11-04 07:20:00,187,31.166666666666668,1,OP_002
SlidingWindowSymmetricKL,223,44387,44674,44673,2020-11-04 07:30:00,2020-11-06 07:10:00,287,47.833333333333336,1,OP_002
SlidingWindowSymmetricKL,224,44674,44834,44833,2020-11-06 07:20:00,2020-11-07 09:50:00,160,26.666666666666668,1,OP_002
SlidingWindowSymmetricKL,225,44834,45020,45019,2020-11-07 10:00:00,2020-11-08 16:50:00,186,31.0,1,OP_002
SlidingWindowSymmetricKL,226,45020,45164,45163,2020-11-08 17:00:00,2020-11-09 16:50:00,144,24.0,1,OP_002
SlidingWindowSymmetricKL,227,45164,45308,45307,2020-11-09 17:00:00,2020-11-10 16:50:00,144,24.0,1,OP_002
SlidingWindowSymmetricKL,228,45308,45539,45538,2020-11-10 17:00:00,2020-11-12 07:20:00,231,38.5,1,OP_002
SlidingWindowSymmetricKL,229,45539,45683,45682,2020-11-12 07:30:00,2020-11-13 07:20:00,144,24.0,1,OP_002
SlidingWindowSymmetricKL,230,45683,45829,45828,2020-11-13 07:30:00,2020-11-14 07:40:00,146,24.33333333333333,1,OP_002
SlidingWindowSymmetricKL,231,45829,46072,46071,2020-11-14 07:50:00,2020-11-16 00:10:00,243,40.5,1,OP_002
SlidingWindowSymmetricKL,232,46072,46261,46260,2020-11-16 00:20:00,2020-11-17 07:40:00,189,31.5,1,OP_002
SlidingWindowSymmetricKL,233,46261,46459,46458,2020-11-17 07:50:00,2020-11-18 16:40:00,198,33.0,1,OP_002
SlidingWindowSymmetricKL,234,46459,46605,46604,2020-11-18 16:50:00,2020-11-19 17:00:00,146,24.33333333333333,1,OP_002
SlidingWindowSymmetricKL,235,46605,46855,46854,2020-11-19 17:10:00,2020-11-21 10:40:00,250,41.66666666666666,1,OP_002
SlidingWindowSymmetricKL,236,46855,47127,47126,2020-11-21 10:50:00,2020-11-23 08:00:00,272,45.333333333333336,1,OP_002
SlidingWindowSymmetricKL,237,47127,47322,47321,2020-11-23 08:10:00,2020-11-24 16:30:00,195,32.5,1,OP_002
SlidingWindowSymmetricKL,238,47322,47466,47465,2020-11-24 16:40:00,2020-11-25 16:30:00,144,24.0,1,OP_002
SlidingWindowSymmetricKL,239,47466,47754,47753,2020-11-25 16:40:00,2020-11-27 16:30:00,288,48.0,1,OP_002
SlidingWindowSymmetricKL,240,47754,48041,48040,2020-11-27 16:40:00,2020-11-29 16:20:00,287,47.833333333333336,1,OP_002
SlidingWindowSymmetricKL,241,48041,48227,48226,2020-11-29 16:30:00,2020-11-30 23:20:00,186,31.0,1,OP_002
SlidingWindowSymmetricKL,242,48227,48479,48478,2020-11-30 23:30:00,2020-12-02 17:20:00,252,42.0,1,OP_002
SlidingWindowSymmetricKL,243,48479,48760,48759,2020-12-02 17:30:00,2020-12-04 16:10:00,281,46.833333333333336,1,OP_002
SlidingWindowSymmetricKL,244,48760,48912,48911,2020-12-04 16:20:00,2020-12-05 17:30:00,152,25.33333333333333,1,OP_002
SlidingWindowSymmetricKL,245,48912,49144,49143,2020-12-05 17:40:00,2020-12-07 08:10:00,232,38.66666666666666,1,OP_002
SlidingWindowSymmetricKL,246,49144,49408,49407,2020-12-07 08:20:00,2020-12-09 04:10:00,264,44.0,1,OP_002
SlidingWindowSymmetricKL,247,49408,49572,49571,2020-12-09 04:20:00,2020-12-10 07:30:00,164,27.33333333333333,1,OP_002
SlidingWindowSymmetricKL,248,49572,49853,49852,2020-12-10 07:40:00,2020-12-12 06:20:00,281,46.833333333333336,1,OP_002
SlidingWindowSymmetricKL,249,49853,50152,50151,2020-12-12 06:30:00,2020-12-14 08:10:00,299,49.833333333333336,1,OP_002
SlidingWindowSymmetricKL,250,50152,50340,50339,2020-12-14 08:20:00,2020-12-15 15:30:00,188,31.33333333333333,1,OP_002
SlidingWindowSymmetricKL,251,50340,50585,50584,2020-12-15 15:40:00,2020-12-17 08:20:00,245,40.833333333333336,1,OP_002
SlidingWindowSymmetricKL,252,50585,50729,50728,2020-12-17 08:30:00,2020-12-18 08:20:00,144,24.0,1,OP_002
SlidingWindowSymmetricKL,253,50729,50921,50920,2020-12-18 08:30:00,2020-12-19 16:20:00,192,32.0,1,OP_002
SlidingWindowSymmetricKL,254,50921,51088,51087,2020-12-19 16:30:00,2020-12-20 20:10:00,167,27.83333333333333,1,OP_002
SlidingWindowSymmetricKL,255,51088,51236,51235,2020-12-20 20:20:00,2020-12-21 20:50:00,148,24.666666666666668,1,OP_002
SlidingWindowSymmetricKL,256,51236,51530,51529,2020-12-21 21:00:00,2020-12-23 21:50:00,294,49.0,1,OP_002
SlidingWindowSymmetricKL,257,51530,51686,51685,2020-12-23 22:00:00,2020-12-24 23:50:00,156,26.0,1,OP_002
SlidingWindowSymmetricKL,258,51686,51880,51879,2020-12-25 00:00:00,2020-12-26 08:10:00,194,32.333333333333336,1,OP_002
SlidingWindowSymmetricKL,259,51880,52251,52250,2020-12-26 08:20:00,2020-12-28 22:00:00,371,61.833333333333336,1,OP_002
SlidingWindowSymmetricKL,260,52251,52505,52504,2020-12-28 22:10:00,2020-12-30 16:20:00,254,42.333333333333336,1,OP_002
SlidingWindowSymmetricKL,261,52505,52695,52694,2020-12-30 16:30:00,2021-01-01 00:00:00,190,31.666666666666668,1,OP_002
