method,segment_number,start_index,end_index_exclusive,end_index_inclusive,start_time,end_time,length_samples,length_hours,cluster,operation_id,pca_1,pca_2
PELT,195,37782,38004,38003,2020-09-19 10:40:00,2020-09-20 23:30:00,222,37.0,1,OP_002,10.852585527031762,8.51692449274819
PELT,196,38004,38208,38207,2020-09-20 23:40:00,2020-09-22 09:30:00,204,34.0,1,OP_002,6.920731791095868,6.6938070670758325
PELT,197,38208,38388,38387,2020-09-22 09:40:00,2020-09-23 15:30:00,180,30.0,1,OP_002,12.978868974019829,3.2729243389112446
PELT,198,38388,38574,38573,2020-09-23 15:40:00,2020-09-24 22:30:00,186,31.0,1,OP_002,10.436877913542006,-5.79149821832007
PELT,199,38574,38718,38717,2020-09-24 22:40:00,2020-09-25 22:30:00,144,24.0,0,OP_001,1.5097955228913913,-16.803366686263313
PELT,200,38718,38862,38861,2020-09-25 22:40:00,2020-09-26 22:30:00,144,24.0,0,OP_001,-13.940091377128494,-10.45338171630449
PELT,201,38862,39078,39077,2020-09-26 22:40:00,2020-09-28 10:30:00,216,36.0,0,OP_001,-5.505805694462118,2.7960288649905576
PELT,202,39078,39282,39281,2020-09-28 10:40:00,2020-09-29 20:30:00,204,34.0,1,OP_002,6.333859149867594,1.9637812666908687
PELT,203,39282,39510,39509,2020-09-29 20:40:00,2020-10-01 10:30:00,228,38.0,0,OP_001,-3.227911254758529,5.1981350099940125
PELT,204,39510,39654,39653,2020-10-01 10:40:00,2020-10-02 10:30:00,144,24.0,1,OP_002,8.970803302535446,-2.1392053893705025
PELT,205,39654,39834,39833,2020-10-02 10:40:00,2020-10-03 16:30:00,180,30.0,1,OP_002,7.424872641870266,-3.4560419737058337
PELT,206,39834,39978,39977,2020-10-03 16:40:00,2020-10-04 16:30:00,144,24.0,1,OP_002,5.434539068050659,-3.329313676180406
PELT,207,39978,40122,40121,2020-10-04 16:40:00,2020-10-05 16:30:00,144,24.0,1,OP_002,3.327145283525095,-2.483082447122592
PELT,208,40122,40278,40277,2020-10-05 16:40:00,2020-10-06 18:30:00,156,26.0,0,OP_001,-1.4387115682108167,-8.284654129190583
PELT,209,40278,40482,40481,2020-10-06 18:40:00,2020-10-08 04:30:00,204,34.0,0,OP_001,-4.95078414120048,-4.07782739860564
PELT,210,40482,40626,40625,2020-10-08 04:40:00,2020-10-09 04:30:00,144,24.0,0,OP_001,-4.741164645332569,-6.076030005097673
PELT,211,40626,40776,40775,2020-10-09 04:40:00,2020-10-10 05:30:00,150,25.0,0,OP_001,-10.892101465774113,-12.888845830345877
PELT,212,40776,41130,41129,2020-10-10 05:40:00,2020-10-12 16:30:00,354,59.0,0,OP_001,-1.8026090379735937,4.629585306822853
PELT,213,41130,41346,41345,2020-10-12 16:40:00,2020-10-14 04:30:00,216,36.0,0,OP_001,-5.106391322601885,1.0754379426627778
PELT,214,41346,41508,41507,2020-10-14 04:40:00,2020-10-15 07:30:00,162,27.0,0,OP_001,-14.787296446729634,-6.465590844718958
PELT,215,41508,41766,41765,2020-10-15 07:40:00,2020-10-17 02:30:00,258,43.0,0,OP_001,-11.99195443124792,-9.014523939571678
PELT,216,41766,41952,41951,2020-10-17 02:40:00,2020-10-18 09:30:00,186,31.0,0,OP_001,-12.509416801424214,-6.420653613841825
PELT,217,41952,42240,42239,2020-10-18 09:40:00,2020-10-20 09:30:00,288,48.0,0,OP_001,-3.476208808266676,3.089078660015023
PELT,218,42240,42396,42395,2020-10-20 09:40:00,2020-10-21 11:30:00,156,26.0,0,OP_001,-1.6426640489103619,-8.02455711695344
PELT,219,42396,42594,42593,2020-10-21 11:40:00,2020-10-22 20:30:00,198,33.0,0,OP_001,0.7482447441909699,-0.3385422365558563
PELT,220,42594,42816,42815,2020-10-22 20:40:00,2020-10-24 09:30:00,222,37.0,0,OP_001,-4.9645335811890225,-4.714040589602065
PELT,221,42816,43038,43037,2020-10-24 09:40:00,2020-10-25 22:30:00,222,37.0,1,OP_002,1.3908637777562318,-0.614977140399269
PELT,222,43038,43182,43181,2020-10-25 22:40:00,2020-10-26 22:30:00,144,24.0,0,OP_001,-11.399345001272312,-9.937546924271352
PELT,223,43182,43428,43427,2020-10-26 22:40:00,2020-10-28 15:30:00,246,41.0,0,OP_001,-5.255908361808708,0.1998166422014073
PELT,224,43428,43608,43607,2020-10-28 15:40:00,2020-10-29 21:30:00,180,30.0,0,OP_001,-10.302048214075358,-11.705755188237108
PELT,225,43608,43752,43751,2020-10-29 21:40:00,2020-10-30 21:30:00,144,24.0,0,OP_001,-9.22521765596201,-5.699646479151632
PELT,226,43752,44058,44057,2020-10-30 21:40:00,2020-11-02 00:30:00,306,51.0,0,OP_001,-7.037347207586502,-3.623939678208016
PELT,227,44058,44208,44207,2020-11-02 00:40:00,2020-11-03 01:30:00,150,25.0,0,OP_001,-0.9677072091322165,-7.5521991708531315
PELT,228,44208,44454,44453,2020-11-03 01:40:00,2020-11-04 18:30:00,246,41.0,0,OP_001,-5.868870710669536,-1.7411864567127797
PELT,229,44454,44838,44837,2020-11-04 18:40:00,2020-11-07 10:30:00,384,64.0,0,OP_001,-8.838582524648555,12.370246388688201
PELT,230,44838,45048,45047,2020-11-07 10:40:00,2020-11-08 21:30:00,210,35.0,0,OP_001,-3.550801988421671,9.739013621929427
PELT,231,45048,45234,45233,2020-11-08 21:40:00,2020-11-10 04:30:00,186,31.0,0,OP_001,-10.041362691118124,10.827978501963976
PELT,232,45234,45378,45377,2020-11-10 04:40:00,2020-11-11 04:30:00,144,24.0,0,OP_001,-10.242194071976122,9.1580103563272
PELT,233,45378,45522,45521,2020-11-11 04:40:00,2020-11-12 04:30:00,144,24.0,0,OP_001,-12.967018794246387,0.9599788255530551
PELT,234,45522,45708,45707,2020-11-12 04:40:00,2020-11-13 11:30:00,186,31.0,0,OP_001,-6.424722507228073,8.504342234332556
PELT,235,45708,45984,45983,2020-11-13 11:40:00,2020-11-15 09:30:00,276,46.0,0,OP_001,-2.5858681194456827,1.771617479949901
PELT,236,45984,46170,46169,2020-11-15 09:40:00,2020-11-16 16:30:00,186,31.0,0,OP_001,-5.697118460357049,-6.534156044943158
PELT,237,46170,46626,46625,2020-11-16 16:40:00,2020-11-19 20:30:00,456,76.0,0,OP_001,-8.947753971683099,-5.068889289855105
PELT,238,46626,46860,46859,2020-11-19 20:40:00,2020-11-21 11:30:00,234,39.0,0,OP_001,-12.19348544561694,6.993149040706348
PELT,239,46860,47010,47009,2020-11-21 11:40:00,2020-11-22 12:30:00,150,25.0,0,OP_001,-11.841768699365032,3.15034100320274
PELT,240,47010,47190,47189,2020-11-22 12:40:00,2020-11-23 18:30:00,180,30.0,0,OP_001,-6.719420890867524,-4.565681389874484
PELT,241,47190,47652,47651,2020-11-23 18:40:00,2020-11-26 23:30:00,462,77.0,0,OP_001,-11.070976577460257,10.101582058140567
PELT,242,47652,47874,47873,2020-11-26 23:40:00,2020-11-28 12:30:00,222,37.0,0,OP_001,-14.394479818683736,9.385410282409758
PELT,243,47874,48156,48155,2020-11-28 12:40:00,2020-11-30 11:30:00,282,47.0,0,OP_001,-13.972508672173882,0.3667186902664896
PELT,244,48156,48300,48299,2020-11-30 11:40:00,2020-12-01 11:30:00,144,24.0,0,OP_001,-10.736099112304577,-3.1721628211751876
PELT,245,48300,48486,48485,2020-12-01 11:40:00,2020-12-02 18:30:00,186,31.0,0,OP_001,-17.307838371273032,0.63012013101932
PELT,246,48486,48630,48629,2020-12-02 18:40:00,2020-12-03 18:30:00,144,24.0,0,OP_001,-17.720889148925046,4.3631288542266855
PELT,247,48630,48780,48779,2020-12-03 18:40:00,2020-12-04 19:30:00,150,25.0,0,OP_001,-14.583948675132708,5.789481106886669
PELT,248,48780,48978,48977,2020-12-04 19:40:00,2020-12-06 04:30:00,198,33.0,0,OP_001,-13.71295834442825,1.565372896249033
PELT,249,48978,49134,49133,2020-12-06 04:40:00,2020-12-07 06:30:00,156,26.0,0,OP_001,-18.324771719779154,-0.9076565015853878
PELT,250,49134,49278,49277,2020-12-07 06:40:00,2020-12-08 06:30:00,144,24.0,0,OP_001,-17.81209994201836,-3.012581707885155
PELT,251,49278,49440,49439,2020-12-08 06:40:00,2020-12-09 09:30:00,162,27.0,0,OP_001,-8.864590380801237,9.084918964892672
PELT,252,49440,49584,49583,2020-12-09 09:40:00,2020-12-10 09:30:00,144,24.0,0,OP_001,-18.03275438804723,2.183953857118428
PELT,253,49584,49728,49727,2020-12-10 09:40:00,2020-12-11 09:30:00,144,24.0,0,OP_001,-20.54369572798894,-0.37717068140482546
PELT,254,49728,49932,49931,2020-12-11 09:40:00,2020-12-12 19:30:00,204,34.0,0,OP_001,-15.099236949358644,0.5992600653582847
PELT,255,49932,50148,50147,2020-12-12 19:40:00,2020-12-14 07:30:00,216,36.0,0,OP_001,-15.116075438161873,2.152685551446576
PELT,256,50148,50340,50339,2020-12-14 07:40:00,2020-12-15 15:30:00,192,32.0,0,OP_001,-10.010933358542148,5.376219980908016
PELT,257,50340,50508,50507,2020-12-15 15:40:00,2020-12-16 19:30:00,168,28.0,0,OP_001,-10.212610051134517,2.173663044540067
PELT,258,50508,50652,50651,2020-12-16 19:40:00,2020-12-17 19:30:00,144,24.0,0,OP_001,-11.59149632176417,-1.0243737146040577
PELT,259,50652,51240,51239,2020-12-17 19:40:00,2020-12-21 21:30:00,588,98.0,0,OP_001,-11.488408791945918,5.552281728772483
PELT,260,51240,51384,51383,2020-12-21 21:40:00,2020-12-22 21:30:00,144,24.0,0,OP_001,-7.148567118171699,-0.3315720713141961
PELT,261,51384,51528,51527,2020-12-22 21:40:00,2020-12-23 21:30:00,144,24.0,0,OP_001,-15.60898952081822,-8.479751007524422
PELT,262,51528,51672,51671,2020-12-23 21:40:00,2020-12-24 21:30:00,144,24.0,0,OP_001,-9.440258363358344,-3.419301913972183
PELT,263,51672,51912,51911,2020-12-24 21:40:00,2020-12-26 13:30:00,240,40.0,0,OP_001,-17.75727376046623,-1.5018608368235105
PELT,264,51912,52068,52067,2020-12-26 13:40:00,2020-12-27 15:30:00,156,26.0,0,OP_001,-20.003855791705895,-5.463979213666436
PELT,265,52068,52212,52211,2020-12-27 15:40:00,2020-12-28 15:30:00,144,24.0,0,OP_001,-15.780953204398894,-2.2041375265898497
PELT,266,52212,52356,52355,2020-12-28 15:40:00,2020-12-29 15:30:00,144,24.0,0,OP_001,-13.030124045504415,2.4900256602047186
PELT,267,52356,52695,52694,2020-12-29 15:40:00,2021-01-01 00:00:00,339,56.5,0,OP_001,-14.261412882086175,1.5594688735880937
