feature1,feature2,r,abs_r,exact_equal
Tdew_degC__median,sh_g_kg__q75,0.971333919573251,0.971333919573251,False
Tdew_degC__q25,sh_g_kg__median,0.971282807192237,0.971282807192237,False
Tpot_K__median,Tlog_degC__q25,0.971181785663027,0.971181785663027,False
Tdew_degC__mean,Tdew_degC__max,0.97096633132322,0.97096633132322,False
SWDR_W_m__q25,max_PAR_mol_m_s__q25,0.970957103398175,0.970957103398175,False
rh__mean,rh__q25,0.970750869929909,0.970750869929909,False
T_degC__mean,Tpot_K__max,0.970746627742226,0.970746627742226,False
Tpot_K__q75,rho_g_m_3__q25,-0.97046669047084,0.97046669047084,False
VPmax_mbar__mean,Tpot_K__median,0.970423335807808,0.970423335807808,False
Tpot_K__min,Tlog_degC__min,0.970373902368719,0.970373902368719,False
VPmax_mbar__max,Tpot_K__max,0.970363221174478,0.970363221174478,False
SWDR_W_m__q75,max_PAR_mol_m_s__q75,0.970328390061277,0.970328390061277,False
VPmax_mbar__min,Tlog_degC__min,0.970326967623624,0.970326967623624,False
T_degC__mean,Tpot_K__q25,0.97025892987434,0.97025892987434,False
VPmax_mbar__q75,Tlog_degC__q75,0.970194639787243,0.970194639787243,False
VPmax_mbar__min,VPmax_mbar__q25,0.97014704177496,0.97014704177496,False
Tpot_K__std,rho_g_m_3__std,0.97009474012579,0.97009474012579,False
VPmax_mbar__mean,Tpot_K__mean,0.970094422292403,0.970094422292403,False
Tpot_K__q25,rho_g_m_3__mean,-0.969830591838843,0.969830591838843,False
VPact_mbar__max,VPact_mbar__median,0.969602566599905,0.969602566599905,False
VPmax_mbar__q75,Tpot_K__q75,0.969558535707908,0.969558535707908,False
H2OC_mmol_mol__median,sh_g_kg__max,0.96943684732859,0.96943684732859,False
H2OC_mmol_mol__median,VPact_mbar__max,0.969419898620956,0.969419898620956,False
sh_g_kg__max,sh_g_kg__median,0.969398019480309,0.969398019480309,False
Tpot_K__q25,rho_g_m_3__q75,-0.969388009767106,0.969388009767106,False
VPact_mbar__max,sh_g_kg__median,0.969379737207021,0.969379737207021,False
H2OC_mmol_mol__max,H2OC_mmol_mol__median,0.96936782244627,0.96936782244627,False
Tpot_K__mean,rho_g_m_3__median,-0.969339795445822,0.969339795445822,False
H2OC_mmol_mol__max,sh_g_kg__median,0.969325767647913,0.969325767647913,False
VPact_mbar__median,sh_g_kg__max,0.96924491886949,0.96924491886949,False
H2OC_mmol_mol__max,VPact_mbar__median,0.969175425687976,0.969175425687976,False
VPmax_mbar__mean,T_degC__q75,0.96906969851817,0.96906969851817,False
Tpot_K__mean,rho_g_m_3__mean,-0.969016142317668,0.969016142317668,False
Tpot_K__diff_mean,rho_g_m_3__diff_mean,-0.968853420641725,0.968853420641725,False
Tpot_K__median,rho_g_m_3__median,-0.968697408288248,0.968697408288248,False
VPmax_mbar__median,VPmax_mbar__q25,0.968667152454886,0.968667152454886,False
Tpot_K__q25,Tlog_degC__min,0.968645692690587,0.968645692690587,False
Tpot_K__median,rho_g_m_3__q25,-0.968641301529963,0.968641301529963,False
VPmax_mbar__q75,Tlog_degC__mean,0.968556200791294,0.968556200791294,False
VPmax_mbar__median,Tpot_K__median,0.968543606578023,0.968543606578023,False
VPmax_mbar__q75,Tlog_degC__median,0.968323386765887,0.968323386765887,False
p_mbar__mean,p_mbar__min,0.968258174114186,0.968258174114186,False
rain_mm__max,rain_mm__diff_std,0.967987933828811,0.967987933828811,False
Tdew_degC__median,VPact_mbar__q25,0.967961950723245,0.967961950723245,False
T_degC__mean,T_degC__max,0.967905070236996,0.967905070236996,False
p_mbar__mean,p_mbar__max,0.967856934219214,0.967856934219214,False
Tdew_degC__median,H2OC_mmol_mol__q25,0.967719532853852,0.967719532853852,False
Tdew_degC__median,sh_g_kg__q25,0.967324760349655,0.967324760349655,False
Tpot_K__max,rho_g_m_3__min,-0.967243809228884,0.967243809228884,False
VPmax_mbar__median,T_degC__mean,0.967182063524066,0.967182063524066,False
H2OC_mmol_mol__zero_crossing_rate,VPact_mbar__zero_crossing_rate,0.967046997456531,0.967046997456531,False
Tpot_K__q25,rho_g_m_3__median,-0.967001256090059,0.967001256090059,False
wv_m_s__median,wv_m_s__q75,0.966982592684151,0.966982592684151,False
rho_g_m_3__mean,rho_g_m_3__min,0.966689936496525,0.966689936496525,False
max_wv_m_s__median,max_wv_m_s__q75,0.966630272096923,0.966630272096923,False
VPmax_mbar__mean,Tpot_K__q75,0.96651631884473,0.96651631884473,False
Tpot_K__mean,Tpot_K__max,0.966467861831687,0.966467861831687,False
T_degC__mean,Tlog_degC__q75,0.966128864433142,0.966128864433142,False
p_mbar__slope,p_mbar__diff_mean,0.965720080097596,0.965720080097596,False
VPdef_mbar__kurtosis,rh__kurtosis,0.965572683904781,0.965572683904781,False
VPmax_mbar__q25,T_degC__mean,0.965139357285316,0.965139357285316,False
VPmax_mbar__q75,T_degC__median,0.965062854505483,0.965062854505483,False
p_mbar__q25,p_mbar__q75,0.965034737161483,0.965034737161483,False
max_wv_m_s__q75,wv_m_s__mean,0.964770339970925,0.964770339970925,False
Tdew_degC__q75,VPact_mbar__max,0.964721159600539,0.964721159600539,False
Tdew_degC__q75,H2OC_mmol_mol__max,0.964514717763581,0.964514717763581,False
Tpot_K__min,rho_g_m_3__q75,-0.964425780312894,0.964425780312894,False
T_degC__median,Tlog_degC__q75,0.96432062098808,0.96432062098808,False
Tdew_degC__q75,sh_g_kg__max,0.964238331893895,0.964238331893895,False
Tdew_degC__q25,VPact_mbar__min,0.963889520304375,0.963889520304375,False
Tdew_degC__q25,H2OC_mmol_mol__min,0.963709840778162,0.963709840778162,False
VPmax_mbar__q75,T_degC__mean,0.963603430359555,0.963603430359555,False
Tdew_degC__max,Tdew_degC__median,0.963382855781862,0.963382855781862,False
Tdew_degC__q25,sh_g_kg__min,0.963358557457063,0.963358557457063,False
VPmax_mbar__q25,Tpot_K__mean,0.963141780678766,0.963141780678766,False
max_PAR_mol_m_s__std,PAR_mol_m_s__max,0.963074423653118,0.963074423653118,False
VPmax_mbar__median,Tlog_degC__mean,0.962920266279696,0.962920266279696,False
wv_m_s__median,wv_m_s__q25,0.962719028900042,0.962719028900042,False
H2OC_mmol_mol__min,sh_g_kg__q75,0.962543872142047,0.962543872142047,False
T_degC__median,Tpot_K__max,0.962524345823496,0.962524345823496,False
H2OC_mmol_mol__min,H2OC_mmol_mol__q75,0.962506033587949,0.962506033587949,False
VPact_mbar__min,VPact_mbar__q75,0.962501563033872,0.962501563033872,False
sh_g_kg__min,sh_g_kg__q75,0.962435584157362,0.962435584157362,False
H2OC_mmol_mol__q75,sh_g_kg__min,0.962395184242844,0.962395184242844,False
H2OC_mmol_mol__min,VPact_mbar__q75,0.96235710439754,0.96235710439754,False
VPact_mbar__min,sh_g_kg__q75,0.962351769303644,0.962351769303644,False
H2OC_mmol_mol__q75,VPact_mbar__min,0.962314935049387,0.962314935049387,False
VPact_mbar__q75,sh_g_kg__min,0.962247802391621,0.962247802391621,False
VPdef_mbar__max,VPdef_mbar__q75,0.962207643927623,0.962207643927623,False
T_degC__max,Tlog_degC__median,0.962127555685774,0.962127555685774,False
Tpot_K__q75,rho_g_m_3__min,-0.961951234826877,0.961951234826877,False
Tdew_degC__min,VPact_mbar__q25,0.961943938591818,0.961943938591818,False
Tdew_degC__min,H2OC_mmol_mol__q25,0.961921482312467,0.961921482312467,False
T_degC__median,Tpot_K__q25,0.961787377988717,0.961787377988717,False
T_degC__std,Tlog_degC__std,0.961645296680836,0.961645296680836,False
T_degC__q25,Tpot_K__min,0.961621087328772,0.961621087328772,False
VPmax_mbar__max,Tlog_degC__q75,0.961571277077332,0.961571277077332,False
Tdew_degC__min,sh_g_kg__q25,0.961538859285116,0.961538859285116,False
Tpot_K__max,Tlog_degC__median,0.961530525939942,0.961530525939942,False
rho_g_m_3__min,rho_g_m_3__median,0.961379618423419,0.961379618423419,False
T_degC__kurtosis,Tpot_K__kurtosis,0.961351700805178,0.961351700805178,False
Tpot_K__median,rho_g_m_3__mean,-0.961201687260918,0.961201687260918,False
max_wv_m_s__std,wv_m_s__std,0.961144143833916,0.961144143833916,False
Tlog_degC__mean,Tlog_degC__max,0.960951840661842,0.960951840661842,False
SWDR_W_m__max,max_PAR_mol_m_s__std,0.960951085875765,0.960951085875765,False
VPmax_mbar__q75,T_degC__max,0.960880271721027,0.960880271721027,False
Tpot_K__mean,rho_g_m_3__min,-0.960689765412048,0.960689765412048,False
max_wv_m_s__slope,wv_m_s__slope,0.96039604694528,0.96039604694528,False
p_mbar__max,p_mbar__median,0.96026732357722,0.96026732357722,False
T_degC__max,T_degC__median,0.960221515698782,0.960221515698782,False
Tdew_degC__mean,VPact_mbar__min,0.960013754671554,0.960013754671554,False
max_PAR_mol_m_s__std,PAR_mol_m_s__std,0.959969956057371,0.959969956057371,False
VPmax_mbar__q25,T_degC__median,0.959907355286701,0.959907355286701,False
VPmax_mbar__mean,Tlog_degC__q25,0.959858830323924,0.959858830323924,False
Tdew_degC__mean,H2OC_mmol_mol__min,0.959799665378975,0.959799665378975,False
VPmax_mbar__max,Tlog_degC__max,0.959750950768126,0.959750950768126,False
Tdew_degC__mean,VPact_mbar__max,0.959708569328857,0.959708569328857,False
VPmax_mbar__max,T_degC__q75,0.959704003510214,0.959704003510214,False
Tdew_degC__mean,H2OC_mmol_mol__max,0.959540256245951,0.959540256245951,False
rain_mm__std,rain_mm__max,0.95952616243117,0.95952616243117,False
VPmax_mbar__q75,Tpot_K__max,0.959516527731784,0.959516527731784,False
VPmax_mbar__max,VPmax_mbar__median,0.959502960196662,0.959502960196662,False
Tdew_degC__mean,sh_g_kg__min,0.959439396206791,0.959439396206791,False
SWDR_W_m__mean,PAR_mol_m_s__std,0.959371862135546,0.959371862135546,False
p_mbar__min,p_mbar__median,0.959361038776597,0.959361038776597,False
Tpot_K__max,Tpot_K__median,0.959337562769544,0.959337562769544,False
Tdew_degC__mean,sh_g_kg__max,0.959276431031689,0.959276431031689,False
VPmax_mbar__median,Tpot_K__mean,0.959254731279282,0.959254731279282,False
Tdew_degC__min,H2OC_mmol_mol__mean,0.959217063524007,0.959217063524007,False
Tdew_degC__min,VPact_mbar__mean,0.959195190025792,0.959195190025792,False
VPmax_mbar__q25,Tpot_K__median,0.959109816855111,0.959109816855111,False
Tdew_degC__min,sh_g_kg__mean,0.958892745975988,0.958892745975988,False
Tdew_degC__min,Tdew_degC__q75,0.958851339147758,0.958851339147758,False
Tdew_degC__max,VPact_mbar__q75,0.958782704411946,0.958782704411946,False
SWDR_W_m__zero_crossing_rate,PAR_mol_m_s__zero_crossing_rate,0.958652135732113,0.958652135732113,False
max_wv_m_s__median,wv_m_s__q75,0.958651533193416,0.958651533193416,False
Tdew_degC__max,H2OC_mmol_mol__q75,0.958610288784601,0.958610288784601,False
VPmax_mbar__q25,Tlog_degC__min,0.958534170328078,0.958534170328078,False
T_degC__std,rho_g_m_3__std,0.958499399545929,0.958499399545929,False
VPdef_mbar__median,VPdef_mbar__q75,0.958315544432611,0.958315544432611,False
T_degC__q75,Tlog_degC__max,0.958314998702545,0.958314998702545,False
Tdew_degC__max,sh_g_kg__q75,0.958279436946444,0.958279436946444,False
PAR_mol_m_s__mean,PAR_mol_m_s__std,0.958212532767176,0.958212532767176,False
VPmax_mbar__skew,Tpot_K__skew,0.958197005001065,0.958197005001065,False
Tdew_degC__q25,VPact_mbar__q75,0.958175440614323,0.958175440614323,False
Tdew_degC__q25,H2OC_mmol_mol__q75,0.958056382212864,0.958056382212864,False
T_degC__q25,Tlog_degC__mean,0.957930418309013,0.957930418309013,False
Tdew_degC__q25,sh_g_kg__q75,0.957744357901696,0.957744357901696,False
max_wv_m_s__median,max_wv_m_s__q25,0.957731527655882,0.957731527655882,False
Tpot_K__std,Tlog_degC__std,0.957144772599419,0.957144772599419,False
VPmax_mbar__mean,Tlog_degC__q75,0.957123675290213,0.957123675290213,False
SWDR_W_m__mean,SWDR_W_m__std,0.956707048105419,0.956707048105419,False
VPmax_mbar__max,Tlog_degC__mean,0.956635360382103,0.956635360382103,False
VPmax_mbar__median,T_degC__q75,0.956632855695064,0.956632855695064,False
VPmax_mbar__q25,T_degC__min,0.956435736299791,0.956435736299791,False
VPmax_mbar__kurtosis,T_degC__kurtosis,0.956228357399615,0.956228357399615,False
max_wv_m_s__q25,wv_m_s__median,0.956069687602072,0.956069687602072,False
SWDR_W_m__std,max_PAR_mol_m_s__std,0.956029563790996,0.956029563790996,False
VPmax_mbar__min,T_degC__q25,0.955999165655057,0.955999165655057,False
wv_m_s__mean,wv_m_s__q25,0.955898445967715,0.955898445967715,False
Tdew_degC__q75,VPact_mbar__q25,0.955886321305742,0.955886321305742,False
Tdew_degC__min,H2OC_mmol_mol__median,0.955820600953967,0.955820600953967,False
Tdew_degC__diff_mean,H2OC_mmol_mol__diff_mean,0.955757359762098,0.955757359762098,False
Tdew_degC__min,VPact_mbar__median,0.955756452274948,0.955756452274948,False
Tdew_degC__q75,H2OC_mmol_mol__q25,0.955583606732689,0.955583606732689,False
T_degC__q25,Tlog_degC__median,0.955476344023194,0.955476344023194,False
Tdew_degC__min,sh_g_kg__median,0.955463589852922,0.955463589852922,False
Tdew_degC__diff_mean,VPact_mbar__diff_mean,0.955323807507435,0.955323807507435,False
VPmax_mbar__mean,Tpot_K__max,0.955251846428051,0.955251846428051,False
rho_g_m_3__mean,rho_g_m_3__max,0.95523808526729,0.95523808526729,False
Tdew_degC__q75,sh_g_kg__q25,0.955222586399358,0.955222586399358,False
VPact_mbar__zero_crossing_rate,sh_g_kg__zero_crossing_rate,0.955146995167832,0.955146995167832,False
Tdew_degC__diff_mean,sh_g_kg__diff_mean,0.95512527561892,0.95512527561892,False
VPmax_mbar__q75,Tpot_K__median,0.955067048079821,0.955067048079821,False
VPmax_mbar__mean,T_degC__q25,0.955006214107326,0.955006214107326,False
max_wv_m_s__mean,max_wv_m_s__q25,0.954562021183395,0.954562021183395,False
SWDR_W_m__skew,max_PAR_mol_m_s__skew,0.954522247581501,0.954522247581501,False
VPact_mbar__max,VPact_mbar__q25,0.954452270250069,0.954452270250069,False
Tdew_degC__max,VPact_mbar__mean,0.95435599055205,0.95435599055205,False
VPmax_mbar__median,Tpot_K__q75,0.954274845123332,0.954274845123332,False
VPact_mbar__q25,sh_g_kg__max,0.954146212741493,0.954146212741493,False
Tdew_degC__max,H2OC_mmol_mol__mean,0.954138750279389,0.954138750279389,False
H2OC_mmol_mol__max,VPact_mbar__q25,0.954048926880215,0.954048926880215,False
H2OC_mmol_mol__q25,sh_g_kg__max,0.954037547718609,0.954037547718609,False
VPmax_mbar__min,Tpot_K__q25,0.953995670096375,0.953995670096375,False
H2OC_mmol_mol__q25,VPact_mbar__max,0.953991680342723,0.953991680342723,False
sh_g_kg__max,sh_g_kg__q25,0.953976732017399,0.953976732017399,False
H2OC_mmol_mol__max,H2OC_mmol_mol__q25,0.95394113968357,0.95394113968357,False
VPmax_mbar__mean,T_degC__max,0.953936942689591,0.953936942689591,False
VPact_mbar__max,sh_g_kg__q25,0.953928566669722,0.953928566669722,False
H2OC_mmol_mol__max,sh_g_kg__q25,0.953877064555976,0.953877064555976,False
Tdew_degC__median,VPact_mbar__min,0.95382350457166,0.95382350457166,False
SWDR_W_m__std,PAR_mol_m_s__mean,0.953820378669238,0.953820378669238,False
Tdew_degC__max,sh_g_kg__mean,0.953817078607351,0.953817078607351,False
max_wv_m_s__max,wv_m_s__max,0.953791128610226,0.953791128610226,False
T_degC__max,Tpot_K__mean,0.953587848430378,0.953587848430378,False
Tdew_degC__median,H2OC_mmol_mol__min,0.953586680208116,0.953586680208116,False
T_degC__min,Tlog_degC__q25,0.953442827691452,0.953442827691452,False
Tpot_K__slope,rho_g_m_3__slope,-0.95340473534171,0.95340473534171,False
Tdew_degC__median,sh_g_kg__min,0.953208907031459,0.953208907031459,False
Tdew_degC__kurtosis,VPact_mbar__kurtosis,0.953060366514116,0.953060366514116,False
max_PAR_mol_m_s__max,PAR_mol_m_s__max,0.952978711814955,0.952978711814955,False
VPmax_mbar__q75,Tpot_K__mean,0.952704908897261,0.952704908897261,False
rain_mm__skew,rain_mm__kurtosis,0.952548389935162,0.952548389935162,False
rho_g_m_3__q25,rho_g_m_3__q75,0.952465971213859,0.952465971213859,False
Tdew_degC__median,VPact_mbar__max,0.952348725861663,0.952348725861663,False
max_wv_m_s__min,wv_m_s__min,0.952329374154468,0.952329374154468,False
Tpot_K__mean,Tlog_degC__q75,0.952273303121605,0.952273303121605,False
max_PAR_mol_m_s__mean,PAR_mol_m_s__q75,0.952172266732616,0.952172266732616,False
max_PAR_mol_m_s__skew,PAR_mol_m_s__skew,0.952138378057491,0.952138378057491,False
Tdew_degC__median,H2OC_mmol_mol__max,0.952124669942892,0.952124669942892,False
Tpot_K__q75,Tlog_degC__q25,0.952006575340933,0.952006575340933,False
Tpot_K__median,Tlog_degC__q75,0.951903605231542,0.951903605231542,False
Tdew_degC__median,sh_g_kg__max,0.951869798857066,0.951869798857066,False
T_degC__q75,Tlog_degC__q25,0.951350332060369,0.951350332060369,False
Tpot_K__median,rho_g_m_3__min,-0.951230529556344,0.951230529556344,False
Tdew_degC__kurtosis,H2OC_mmol_mol__kurtosis,0.951165470947121,0.951165470947121,False
rh__median,rh__q25,0.951118950483331,0.951118950483331,False
Tpot_K__mean,Tlog_degC__min,0.951054651403015,0.951054651403015,False
VPmax_mbar__max,Tpot_K__q75,0.950943204977955,0.950943204977955,False
VPdef_mbar__skew,rh__skew,-0.950940013698438,0.950940013698438,False
Tdew_degC__kurtosis,sh_g_kg__kurtosis,0.950372053914616,0.950372053914616,False
rh__min,rh__q25,0.9502017025398,0.9502017025398,False
VPmax_mbar__median,Tlog_degC__q25,0.950138258048683,0.950138258048683,False
