feature1,feature2,r,abs_r,exact_equal
Tdew_degC__mean,VPact_mbar__rms,0.980305382745767,0.980305382745767,False
VPdef_mbar__std,VPdef_mbar__iqr,0.980289541486075,0.980289541486075,False
Tdew_degC__mean,H2OC_mmol_mol__mean,0.980280551066946,0.980280551066946,False
sh_g_kg__mean,sh_g_kg__min,0.980259546989361,0.980259546989361,False
H2OC_mmol_mol__mean,sh_g_kg__min,0.980224697154956,0.980224697154956,False
Tdew_degC__mean,H2OC_mmol_mol__rms,0.980191609907246,0.980191609907246,False
T_degC__mean,Tlog_degC__q25,0.98017755378428,0.98017755378428,False
VPact_mbar__min,sh_g_kg__mean,0.980170576276936,0.980170576276936,False
max_wv_m_s__q25,wv_m_s__q25,0.980159694561533,0.980159694561533,False
H2OC_mmol_mol__min,VPact_mbar__mean,0.980149930593725,0.980149930593725,False
H2OC_mmol_mol__mean,VPact_mbar__min,0.980138692048855,0.980138692048855,False
VPact_mbar__mean,sh_g_kg__min,0.980065675148036,0.980065675148036,False
Tdew_degC__mean,sh_g_kg__mean,0.979948014727667,0.979948014727667,False
max_PAR_mol_m_s__mean,PAR_mol_m_s__mean,0.97994673279719,0.97994673279719,False
Tdew_degC__mean,sh_g_kg__rms,0.979861044757485,0.979861044757485,False
max_wv_m_s__rms,wv_m_s__mean,0.979849080017932,0.979849080017932,False
Tpot_K__median,Tlog_degC__median,0.979793812103314,0.979793812103314,False
rho_g_m_3__median,rho_g_m_3__q75,0.979632710347468,0.979632710347468,False
VPact_mbar__max,VPact_mbar__q75,0.979505502685188,0.979505502685188,False
H2OC_mmol_mol__q75,sh_g_kg__max,0.97942084812844,0.97942084812844,False
Tdew_degC__median,VPact_mbar__median,0.979411303015511,0.979411303015511,False
sh_g_kg__max,sh_g_kg__q75,0.979384345395043,0.979384345395043,False
H2OC_mmol_mol__max,H2OC_mmol_mol__q75,0.979382407438501,0.979382407438501,False
Tlog_degC__mean,Tlog_degC__q25,0.9793622358506,0.9793622358506,False
H2OC_mmol_mol__max,sh_g_kg__q75,0.979342675904405,0.979342675904405,False
H2OC_mmol_mol__q75,VPact_mbar__max,0.979331569693393,0.979331569693393,False
VPact_mbar__max,sh_g_kg__q75,0.97929285598439,0.97929285598439,False
T_degC__max,T_degC__rms,0.97926528886903,0.97926528886903,False
Tdew_degC__median,H2OC_mmol_mol__median,0.979263796390116,0.979263796390116,False
Tlog_degC__median,Tlog_degC__q75,0.979215661156132,0.979215661156132,False
VPact_mbar__q75,sh_g_kg__max,0.979186215074705,0.979186215074705,False
H2OC_mmol_mol__max,VPact_mbar__q75,0.979147244136749,0.979147244136749,False
max_wv_m_s__q75,wv_m_s__q75,0.979098588845433,0.979098588845433,False
SWDR_W_m__slope,max_PAR_mol_m_s__slope,0.97901020479988,0.97901020479988,False
T_degC__rms,Tpot_K__max,0.978994304006722,0.978994304006722,False
Tdew_degC__median,sh_g_kg__median,0.978902262220903,0.978902262220903,False
Tdew_degC__mean,VPact_mbar__median,0.97877141355693,0.97877141355693,False
Tdew_degC__mean,H2OC_mmol_mol__median,0.9786614667187,0.9786614667187,False
H2OC_mmol_mol__min,sh_g_kg__rms,0.978655496044242,0.978655496044242,False
VPact_mbar__min,VPact_mbar__rms,0.978646996894205,0.978646996894205,False
H2OC_mmol_mol__min,H2OC_mmol_mol__rms,0.978628663334229,0.978628663334229,False
T_degC__max,Tlog_degC__q75,0.978605578201008,0.978605578201008,False
sh_g_kg__min,sh_g_kg__rms,0.978570031519265,0.978570031519265,False
H2OC_mmol_mol__rms,sh_g_kg__min,0.978540435557788,0.978540435557788,False
H2OC_mmol_mol__min,VPact_mbar__rms,0.978486851252348,0.978486851252348,False
VPact_mbar__min,sh_g_kg__rms,0.978480967435289,0.978480967435289,False
H2OC_mmol_mol__rms,VPact_mbar__min,0.978454315718708,0.978454315718708,False
T_degC__q75,Tpot_K__rms,0.978445965569306,0.978445965569306,False
VPact_mbar__rms,sh_g_kg__min,0.978400044948066,0.978400044948066,False
Tdew_degC__mean,sh_g_kg__median,0.978305662712766,0.978305662712766,False
T_degC__q75,Tpot_K__mean,0.978107934011429,0.978107934011429,False
VPact_mbar__max,VPact_mbar__rms,0.978046635154171,0.978046635154171,False
Tdew_degC__q25,VPact_mbar__q25,0.978005383073971,0.978005383073971,False
VPmax_mbar__mean,T_degC__mean,0.977994651327304,0.977994651327304,False
H2OC_mmol_mol__rms,sh_g_kg__max,0.977944301750098,0.977944301750098,False
sh_g_kg__max,sh_g_kg__rms,0.977912481461622,0.977912481461622,False
Tpot_K__rms,Tlog_degC__mean,0.977902934572334,0.977902934572334,False
H2OC_mmol_mol__max,H2OC_mmol_mol__rms,0.977886524333489,0.977886524333489,False
Tdew_degC__q25,H2OC_mmol_mol__q25,0.977862493135616,0.977862493135616,False
H2OC_mmol_mol__max,sh_g_kg__rms,0.977851567222815,0.977851567222815,False
H2OC_mmol_mol__rms,VPact_mbar__max,0.977837870608372,0.977837870608372,False
VPact_mbar__max,sh_g_kg__rms,0.977804693483888,0.977804693483888,False
VPmax_mbar__std,VPmax_mbar__iqr,0.977783772521248,0.977783772521248,False
VPact_mbar__rms,sh_g_kg__max,0.977760980367212,0.977760980367212,False
T_degC__max,Tlog_degC__rms,0.977727756015479,0.977727756015479,False
H2OC_mmol_mol__max,VPact_mbar__rms,0.977702302935997,0.977702302935997,False
Tpot_K__mean,Tlog_degC__mean,0.977694136108047,0.977694136108047,False
Tpot_K__q75,Tlog_degC__q75,0.977570374806186,0.977570374806186,False
p_mbar__std,p_mbar__peak_to_peak,0.977547695042795,0.977547695042795,False
max_PAR_mol_m_s__q75,PAR_mol_m_s__mean,0.977539866899255,0.977539866899255,False
VPmax_mbar__crest_factor,Tpot_K__crest_factor,0.977511472685625,0.977511472685625,False
Tdew_degC__q25,sh_g_kg__q25,0.977480329855002,0.977480329855002,False
VPdef_mbar__std,VPdef_mbar__max,0.977411273538995,0.977411273538995,False
VPmax_mbar__mean,T_degC__median,0.977330260587184,0.977330260587184,False
max_wv_m_s__max,max_wv_m_s__peak_to_peak,0.97729755268791,0.97729755268791,False
Tdew_degC__median,VPact_mbar__mean,0.977151019699189,0.977151019699189,False
SWDR_W_m__mean,max_PAR_mol_m_s__mean,0.977092227061674,0.977092227061674,False
Tlog_degC__max,Tlog_degC__q75,0.977033815125085,0.977033815125085,False
Tdew_degC__median,H2OC_mmol_mol__mean,0.977005774838892,0.977005774838892,False
Tdew_degC__median,VPact_mbar__rms,0.976962918711464,0.976962918711464,False
T_degC__q75,Tpot_K__median,0.976941420925265,0.976941420925265,False
max_wv_m_s__median,max_wv_m_s__rms,0.976940356393711,0.976940356393711,False
Tdew_degC__median,H2OC_mmol_mol__rms,0.976815435319357,0.976815435319357,False
Tlog_degC__min,Tlog_degC__q25,0.976756904502051,0.976756904502051,False
SWDR_W_m__mean,max_PAR_mol_m_s__q75,0.976708597106226,0.976708597106226,False
Tdew_degC__median,sh_g_kg__mean,0.976665890611209,0.976665890611209,False
max_PAR_mol_m_s__iqr,PAR_mol_m_s__mean,0.97665330687578,0.97665330687578,False
Tdew_degC__q75,VPact_mbar__rms,0.976578440858162,0.976578440858162,False
T_degC__q25,Tpot_K__median,0.976527818719501,0.976527818719501,False
max_wv_m_s__rms,wv_m_s__q75,0.976487466069744,0.976487466069744,False
Tdew_degC__median,sh_g_kg__rms,0.976478161539713,0.976478161539713,False
Tdew_degC__q75,H2OC_mmol_mol__rms,0.976417030569744,0.976417030569744,False
VPact_mbar__mean,VPact_mbar__max,0.976253210325632,0.976253210325632,False
Tdew_degC__max,Tdew_degC__q75,0.976159485197268,0.976159485197268,False
T_degC__min,Tpot_K__q25,0.976136811474183,0.976136811474183,False
H2OC_mmol_mol__mean,sh_g_kg__max,0.976126818275055,0.976126818275055,False
Tdew_degC__q75,sh_g_kg__rms,0.976097976617519,0.976097976617519,False
sh_g_kg__mean,sh_g_kg__max,0.976088090980313,0.976088090980313,False
H2OC_mmol_mol__mean,H2OC_mmol_mol__max,0.976065725176266,0.976065725176266,False
Tdew_degC__min,Tdew_degC__median,0.976055725453457,0.976055725453457,False
H2OC_mmol_mol__mean,VPact_mbar__max,0.976032531466858,0.976032531466858,False
H2OC_mmol_mol__max,sh_g_kg__mean,0.976023857608713,0.976023857608713,False
max_wv_m_s__mean,wv_m_s__median,0.976016031718236,0.976016031718236,False
Tpot_K__mean,Tlog_degC__q25,0.976013020578489,0.976013020578489,False
VPact_mbar__max,sh_g_kg__mean,0.975992508169815,0.975992508169815,False
VPact_mbar__mean,sh_g_kg__max,0.97595920893753,0.97595920893753,False
VPmax_mbar__diff_std,VPdef_mbar__diff_std,0.97594242829375,0.97594242829375,False
Tpot_K__q75,Tlog_degC__median,0.975939847072321,0.975939847072321,False
H2OC_mmol_mol__max,VPact_mbar__mean,0.975897255231941,0.975897255231941,False
SWDR_W_m__mean,max_PAR_mol_m_s__iqr,0.975889565211996,0.975889565211996,False
Tpot_K__rms,Tlog_degC__q25,0.97587810563952,0.97587810563952,False
H2OC_mmol_mol__min,sh_g_kg__median,0.975786681200396,0.975786681200396,False
VPmax_mbar__median,T_degC__median,0.975773625659079,0.975773625659079,False
H2OC_mmol_mol__min,H2OC_mmol_mol__median,0.97576429337289,0.97576429337289,False
Tpot_K__min,Tpot_K__q25,0.975757894451349,0.975757894451349,False
VPact_mbar__min,VPact_mbar__median,0.975726286783684,0.975726286783684,False
VPact_mbar__q25,VPact_mbar__q75,0.975704833711237,0.975704833711237,False
sh_g_kg__min,sh_g_kg__median,0.975686789376387,0.975686789376387,False
H2OC_mmol_mol__median,sh_g_kg__min,0.975661605161363,0.975661605161363,False
VPact_mbar__min,sh_g_kg__median,0.975643240793169,0.975643240793169,False
Tpot_K__median,Tlog_degC__mean,0.975642856390645,0.975642856390645,False
VPmax_mbar__rms,T_degC__mean,0.975637085131919,0.975637085131919,False
H2OC_mmol_mol__median,VPact_mbar__min,0.975620883418347,0.975620883418347,False
H2OC_mmol_mol__q25,sh_g_kg__q75,0.975577046129016,0.975577046129016,False
Tpot_K__max,Tlog_degC__rms,0.975563288857562,0.975563288857562,False
PAR_mol_m_s__q75,PAR_mol_m_s__rms,0.975552138195409,0.975552138195409,False
H2OC_mmol_mol__q25,H2OC_mmol_mol__q75,0.975549854956214,0.975549854956214,False
H2OC_mmol_mol__min,VPact_mbar__median,0.975545682662163,0.975545682662163,False
sh_g_kg__q25,sh_g_kg__q75,0.975540538976885,0.975540538976885,False
VPact_mbar__q25,sh_g_kg__q75,0.975533955039044,0.975533955039044,False
H2OC_mmol_mol__q75,sh_g_kg__q25,0.975509974092642,0.975509974092642,False
H2OC_mmol_mol__q75,VPact_mbar__q25,0.975507361729502,0.975507361729502,False
VPact_mbar__median,sh_g_kg__min,0.975443793446844,0.975443793446844,False
Tdew_degC__q75,VPact_mbar__mean,0.975417882671702,0.975417882671702,False
H2OC_mmol_mol__q25,VPact_mbar__q75,0.975401669570117,0.975401669570117,False
VPact_mbar__q75,sh_g_kg__q25,0.975363371956418,0.975363371956418,False
PAR_mol_m_s__iqr,PAR_mol_m_s__rms,0.975335798383802,0.975335798383802,False
VPmax_mbar__rms,T_degC__median,0.975308054681666,0.975308054681666,False
Tdew_degC__q75,H2OC_mmol_mol__mean,0.97525106772373,0.97525106772373,False
VPmax_mbar__mean,Tlog_degC__median,0.975217532349074,0.975217532349074,False
T_degC__min,T_degC__q25,0.975196554184175,0.975196554184175,False
Tdew_degC__q25,Tdew_degC__q75,0.975184695853858,0.975184695853858,False
Tpot_K__median,Tpot_K__q25,0.975102775320578,0.975102775320578,False
Tdew_degC__mean,VPact_mbar__q75,0.975096197363545,0.975096197363545,False
T_degC__median,T_degC__q25,0.97509526896061,0.97509526896061,False
VPmax_mbar__q75,T_degC__q75,0.975087868270775,0.975087868270775,False
Tdew_degC__min,VPact_mbar__min,0.975051620768227,0.975051620768227,False
T_degC__max,Tpot_K__q75,0.975008110698943,0.975008110698943,False
SWDR_W_m__rms,PAR_mol_m_s__q75,0.975007490386125,0.975007490386125,False
T_degC__rms,Tlog_degC__q75,0.97497041489523,0.97497041489523,False
Tdew_degC__mean,H2OC_mmol_mol__q75,0.974962310402151,0.974962310402151,False
Tdew_degC__min,H2OC_mmol_mol__min,0.974937299327685,0.974937299327685,False
Tdew_degC__q75,sh_g_kg__mean,0.974927107967624,0.974927107967624,False
SWDR_W_m__rms,PAR_mol_m_s__iqr,0.974887001839099,0.974887001839099,False
VPmax_mbar__rms,Tlog_degC__median,0.974802013154053,0.974802013154053,False
Tdew_degC__mean,sh_g_kg__q75,0.974644109185737,0.974644109185737,False
VPmax_mbar__mean,VPmax_mbar__max,0.974639753649994,0.974639753649994,False
VPmax_mbar__mean,Tlog_degC__mean,0.974608777199913,0.974608777199913,False
Tdew_degC__min,sh_g_kg__min,0.9746064711208,0.9746064711208,False
VPmax_mbar__max,T_degC__max,0.974605774282525,0.974605774282525,False
Tlog_degC__std,Tlog_degC__peak_to_peak,0.974602893827209,0.974602893827209,False
VPmax_mbar__rms,Tlog_degC__mean,0.974547601804928,0.974547601804928,False
Tpot_K__q25,Tlog_degC__q25,0.974518493168237,0.974518493168237,False
max_wv_m_s__median,wv_m_s__mean,0.974508664277907,0.974508664277907,False
Tpot_K__rms,Tlog_degC__rms,0.974498980116706,0.974498980116706,False
SWDR_W_m__q75,SWDR_W_m__rms,0.974312105290529,0.974312105290529,False
T_degC__skew,Tpot_K__skew,0.974262976283578,0.974262976283578,False
VPmax_mbar__mean,VPmax_mbar__q25,0.974262538313165,0.974262538313165,False
Tpot_K__mean,Tlog_degC__rms,0.974239321308497,0.974239321308497,False
T_degC__max,Tlog_degC__mean,0.974212956878939,0.974212956878939,False
SWDR_W_m__iqr,SWDR_W_m__rms,0.974182732137394,0.974182732137394,False
Tpot_K__rms,rho_g_m_3__q25,-0.974177948699162,0.974177948699162,False
Tpot_K__mean,rho_g_m_3__q25,-0.97411109236516,0.97411109236516,False
T_degC__std,T_degC__peak_to_peak,0.974064019677067,0.974064019677067,False
Tpot_K__rms,Tlog_degC__median,0.974001113403253,0.974001113403253,False
Tpot_K__max,Tlog_degC__q75,0.973969810687418,0.973969810687418,False
VPmax_mbar__rms,Tlog_degC__rms,0.973872449813754,0.973872449813754,False
max_PAR_mol_m_s__iqr,PAR_mol_m_s__q75,0.973848590336572,0.973848590336572,False
T_degC__median,Tlog_degC__q25,0.973808051383182,0.973808051383182,False
Tpot_K__mean,Tlog_degC__median,0.973797198622556,0.973797198622556,False
max_PAR_mol_m_s__q75,PAR_mol_m_s__q75,0.973741299585639,0.973741299585639,False
wv_m_s__median,wv_m_s__rms,0.973736834085197,0.973736834085197,False
Tlog_degC__q25,Tlog_degC__rms,0.973676515782847,0.973676515782847,False
Tlog_degC__median,Tlog_degC__q25,0.973626527074375,0.973626527074375,False
T_degC__peak_to_peak,Tpot_K__std,0.973537988994897,0.973537988994897,False
VPmax_mbar__std,VPdef_mbar__std,0.973517018335511,0.973517018335511,False
max_PAR_mol_m_s__iqr,PAR_mol_m_s__iqr,0.973366655731728,0.973366655731728,False
Tpot_K__std,Tpot_K__peak_to_peak,0.973353521518744,0.973353521518744,False
Tdew_degC__q25,VPact_mbar__mean,0.973349055310882,0.973349055310882,False
SWDR_W_m__q75,PAR_mol_m_s__rms,0.973343926747554,0.973343926747554,False
VPmax_mbar__median,Tlog_degC__median,0.973287748521618,0.973287748521618,False
Tdew_degC__q25,H2OC_mmol_mol__mean,0.973273976093479,0.973273976093479,False
VPdef_mbar__max,VPdef_mbar__rms,0.97322561150762,0.97322561150762,False
VPmax_mbar__q25,Tpot_K__q25,0.973208633278085,0.973208633278085,False
SWDR_W_m__iqr,PAR_mol_m_s__rms,0.973150108334759,0.973150108334759,False
VPmax_mbar__mean,Tlog_degC__rms,0.973081634543827,0.973081634543827,False
max_PAR_mol_m_s__q75,PAR_mol_m_s__iqr,0.973073348215077,0.973073348215077,False
Tdew_degC__q25,sh_g_kg__mean,0.972942827730226,0.972942827730226,False
Tpot_K__max,Tlog_degC__mean,0.972928628547315,0.972928628547315,False
Tdew_degC__q75,VPact_mbar__median,0.972804814077582,0.972804814077582,False
VPmax_mbar__q25,Tlog_degC__q25,0.97276518418585,0.97276518418585,False
Tdew_degC__q75,H2OC_mmol_mol__median,0.972641023236313,0.972641023236313,False
max_PAR_mol_m_s__mean,PAR_mol_m_s__rms,0.972629709743804,0.972629709743804,False
Tpot_K__median,Tlog_degC__rms,0.97245753709457,0.97245753709457,False
VPmax_mbar__min,Tpot_K__min,0.972418571998975,0.972418571998975,False
VPmax_mbar__q75,T_degC__rms,0.972361311457199,0.972361311457199,False
Tdew_degC__q75,sh_g_kg__median,0.972304131622089,0.972304131622089,False
Tpot_K__min,rho_g_m_3__max,-0.9721451364711,0.9721451364711,False
Tdew_degC__mean,VPact_mbar__q25,0.972091469275659,0.972091469275659,False
Tdew_degC__q25,VPact_mbar__rms,0.97205261271074,0.97205261271074,False
max_wv_m_s__q75,wv_m_s__rms,0.971969875533647,0.971969875533647,False
Tdew_degC__q25,H2OC_mmol_mol__rms,0.971965543465437,0.971965543465437,False
Tpot_K__max,Tlog_degC__max,0.971928652760507,0.971928652760507,False
Tdew_degC__mean,H2OC_mmol_mol__q25,0.971868476447295,0.971868476447295,False
T_degC__q25,Tlog_degC__min,0.971863521362253,0.971863521362253,False
Tdew_degC__median,VPact_mbar__q75,0.971811982716681,0.971811982716681,False
Tdew_degC__q25,VPact_mbar__median,0.971722255952459,0.971722255952459,False
max_wv_m_s__mean,wv_m_s__q75,0.971697732559032,0.971697732559032,False
Tdew_degC__q25,H2OC_mmol_mol__median,0.971650864505529,0.971650864505529,False
Tdew_degC__median,H2OC_mmol_mol__q75,0.971647009843102,0.971647009843102,False
Tdew_degC__q25,sh_g_kg__rms,0.971632647532283,0.971632647532283,False
Tdew_degC__mean,sh_g_kg__q25,0.971489093092441,0.971489093092441,False
Tdew_degC__median,sh_g_kg__q75,0.971333919573251,0.971333919573251,False
Tdew_degC__q25,sh_g_kg__median,0.971282807192237,0.971282807192237,False
VPmax_mbar__rms,T_degC__q75,0.971246131049181,0.971246131049181,False
VPmax_mbar__peak_to_peak,VPdef_mbar__peak_to_peak,0.971214845169841,0.971214845169841,False
Tpot_K__median,Tlog_degC__q25,0.971181785663027,0.971181785663027,False
Tdew_degC__mean,Tdew_degC__max,0.97096633132322,0.97096633132322,False
SWDR_W_m__q25,max_PAR_mol_m_s__q25,0.970957103398175,0.970957103398175,False
T_degC__rms,Tlog_degC__q25,0.970889787030708,0.970889787030708,False
rh__mean,rh__q25,0.970750869929909,0.970750869929909,False
T_degC__mean,Tpot_K__max,0.970746627742226,0.970746627742226,False
SWDR_W_m__q75,max_PAR_mol_m_s__iqr,0.970520612246167,0.970520612246167,False
Tpot_K__q75,rho_g_m_3__q25,-0.97046669047084,0.97046669047084,False
VPmax_mbar__mean,Tpot_K__median,0.970423335807808,0.970423335807808,False
Tpot_K__min,Tlog_degC__min,0.970373902368719,0.970373902368719,False
VPmax_mbar__max,Tpot_K__max,0.970363221174478,0.970363221174478,False
SWDR_W_m__q75,max_PAR_mol_m_s__q75,0.970328390061277,0.970328390061277,False
VPmax_mbar__min,Tlog_degC__min,0.970326967623624,0.970326967623624,False
T_degC__mean,Tpot_K__q25,0.97025892987434,0.97025892987434,False
VPmax_mbar__mean,Tpot_K__rms,0.970242219612435,0.970242219612435,False
T_degC__std,Tpot_K__peak_to_peak,0.970204860488946,0.970204860488946,False
VPmax_mbar__q75,Tlog_degC__q75,0.970194639787243,0.970194639787243,False
SWDR_W_m__iqr,max_PAR_mol_m_s__iqr,0.970151620390382,0.970151620390382,False
VPmax_mbar__min,VPmax_mbar__q25,0.97014704177496,0.97014704177496,False
max_PAR_mol_m_s__rms,PAR_mol_m_s__rms,0.970112818661373,0.970112818661373,False
Tpot_K__std,rho_g_m_3__std,0.97009474012579,0.97009474012579,False
VPmax_mbar__mean,Tpot_K__mean,0.970094422292403,0.970094422292403,False
VPmax_mbar__q75,Tlog_degC__rms,0.970049954800577,0.970049954800577,False
VPmax_mbar__median,T_degC__rms,0.970016727045695,0.970016727045695,False
Tpot_K__q25,rho_g_m_3__rms,-0.969941827329991,0.969941827329991,False
SWDR_W_m__iqr,max_PAR_mol_m_s__q75,0.969833592047632,0.969833592047632,False
Tpot_K__q25,rho_g_m_3__mean,-0.969830591838843,0.969830591838843,False
VPact_mbar__max,VPact_mbar__median,0.969602566599905,0.969602566599905,False
VPmax_mbar__q75,Tpot_K__q75,0.969558535707908,0.969558535707908,False
Tpot_K__iqr,rho_g_m_3__iqr,0.969487085226993,0.969487085226993,False
H2OC_mmol_mol__median,sh_g_kg__max,0.96943684732859,0.96943684732859,False
H2OC_mmol_mol__median,VPact_mbar__max,0.969419898620956,0.969419898620956,False
sh_g_kg__max,sh_g_kg__median,0.969398019480309,0.969398019480309,False
Tpot_K__q25,rho_g_m_3__q75,-0.969388009767106,0.969388009767106,False
VPact_mbar__max,sh_g_kg__median,0.969379737207021,0.969379737207021,False
H2OC_mmol_mol__max,H2OC_mmol_mol__median,0.96936782244627,0.96936782244627,False
Tpot_K__mean,rho_g_m_3__median,-0.969339795445822,0.969339795445822,False
H2OC_mmol_mol__max,sh_g_kg__median,0.969325767647913,0.969325767647913,False
VPact_mbar__median,sh_g_kg__max,0.96924491886949,0.96924491886949,False
Tpot_K__rms,rho_g_m_3__median,-0.969177893612207,0.969177893612207,False
H2OC_mmol_mol__max,VPact_mbar__median,0.969175425687976,0.969175425687976,False
VPmax_mbar__mean,T_degC__q75,0.96906969851817,0.96906969851817,False
Tpot_K__mean,rho_g_m_3__mean,-0.969016142317668,0.969016142317668,False
Tpot_K__diff_mean,rho_g_m_3__diff_mean,-0.968853420641725,0.968853420641725,False
Tpot_K__rms,rho_g_m_3__mean,-0.968817852298826,0.968817852298826,False
Tpot_K__mean,rho_g_m_3__rms,-0.968811559099302,0.968811559099302,False
Tpot_K__median,rho_g_m_3__median,-0.968697408288248,0.968697408288248,False
VPmax_mbar__median,VPmax_mbar__q25,0.968667152454886,0.968667152454886,False
Tpot_K__q25,Tlog_degC__min,0.968645692690587,0.968645692690587,False
Tpot_K__median,rho_g_m_3__q25,-0.968641301529963,0.968641301529963,False
Tpot_K__rms,rho_g_m_3__rms,-0.968609776634143,0.968609776634143,False
VPmax_mbar__q75,Tlog_degC__mean,0.968556200791294,0.968556200791294,False
VPmax_mbar__median,Tpot_K__median,0.968543606578023,0.968543606578023,False
SWDR_W_m__rms,max_PAR_mol_m_s__mean,0.968342797084149,0.968342797084149,False
VPmax_mbar__q75,Tlog_degC__median,0.968323386765887,0.968323386765887,False
p_mbar__mean,p_mbar__min,0.968258174114186,0.968258174114186,False
p_mbar__min,p_mbar__rms,0.968158897477472,0.968158897477472,False
rain_mm__max,rain_mm__diff_std,0.967987933828811,0.967987933828811,False
rain_mm__peak_to_peak,rain_mm__diff_std,0.967987933828811,0.967987933828811,False
Tdew_degC__median,VPact_mbar__q25,0.967961950723245,0.967961950723245,False
p_mbar__max,p_mbar__rms,0.967955497068086,0.967955497068086,False
T_degC__mean,T_degC__max,0.967905070236996,0.967905070236996,False
p_mbar__mean,p_mbar__max,0.967856934219214,0.967856934219214,False
VPmax_mbar__rms,Tpot_K__q75,0.967777257737654,0.967777257737654,False
Tdew_degC__median,H2OC_mmol_mol__q25,0.967719532853852,0.967719532853852,False
VPdef_mbar__median,VPdef_mbar__rms,0.967510894123086,0.967510894123086,False
VPmax_mbar__rms,Tpot_K__median,0.967434580639632,0.967434580639632,False
max_PAR_mol_m_s__iqr,PAR_mol_m_s__rms,0.967400328950452,0.967400328950452,False
Tdew_degC__median,sh_g_kg__q25,0.967324760349655,0.967324760349655,False
max_PAR_mol_m_s__q75,PAR_mol_m_s__rms,0.96729187426927,0.96729187426927,False
Tpot_K__max,rho_g_m_3__min,-0.967243809228884,0.967243809228884,False
VPmax_mbar__median,T_degC__mean,0.967182063524066,0.967182063524066,False
Tlog_degC__max,Tlog_degC__rms,0.967128146457443,0.967128146457443,False
H2OC_mmol_mol__zero_crossing_rate,VPact_mbar__zero_crossing_rate,0.967046997456531,0.967046997456531,False
Tpot_K__q25,rho_g_m_3__median,-0.967001256090059,0.967001256090059,False
VPmax_mbar__rms,Tpot_K__rms,0.966990782731513,0.966990782731513,False
wv_m_s__median,wv_m_s__q75,0.966982592684151,0.966982592684151,False
Tpot_K__max,Tpot_K__rms,0.966874188069296,0.966874188069296,False
VPmax_mbar__rms,Tpot_K__mean,0.966778563303755,0.966778563303755,False
rho_g_m_3__mean,rho_g_m_3__min,0.966689936496525,0.966689936496525,False
max_wv_m_s__median,max_wv_m_s__q75,0.966630272096923,0.966630272096923,False
SWDR_W_m__rms,max_PAR_mol_m_s__rms,0.966626604361706,0.966626604361706,False
T_degC__q25,T_degC__rms,0.96661396382416,0.96661396382416,False
VPmax_mbar__mean,Tpot_K__q75,0.96651631884473,0.96651631884473,False
Tpot_K__mean,Tpot_K__max,0.966467861831687,0.966467861831687,False
rho_g_m_3__min,rho_g_m_3__rms,0.966305131793526,0.966305131793526,False
VPmax_mbar__q25,VPmax_mbar__rms,0.966250098230352,0.966250098230352,False
VPmax_mbar__peak_to_peak,VPdef_mbar__std,0.966172586669517,0.966172586669517,False
T_degC__mean,Tlog_degC__q75,0.966128864433142,0.966128864433142,False
p_mbar__slope,p_mbar__diff_mean,0.965720080097596,0.965720080097596,False
VPdef_mbar__kurtosis,rh__kurtosis,0.965572683904781,0.965572683904781,False
VPmax_mbar__q25,T_degC__mean,0.965139357285316,0.965139357285316,False
SWDR_W_m__rms,max_PAR_mol_m_s__iqr,0.96513429479603,0.96513429479603,False
VPmax_mbar__q75,T_degC__median,0.965062854505483,0.965062854505483,False
p_mbar__q25,p_mbar__q75,0.965034737161483,0.965034737161483,False
SWDR_W_m__rms,max_PAR_mol_m_s__q75,0.964943626294029,0.964943626294029,False
max_wv_m_s__q75,wv_m_s__mean,0.964770339970925,0.964770339970925,False
max_PAR_mol_m_s__rms,PAR_mol_m_s__std,0.964736062190199,0.964736062190199,False
Tdew_degC__q75,VPact_mbar__max,0.964721159600539,0.964721159600539,False
Tdew_degC__q75,H2OC_mmol_mol__max,0.964514717763581,0.964514717763581,False
Tpot_K__min,rho_g_m_3__q75,-0.964425780312894,0.964425780312894,False
Tlog_degC__std,Tlog_degC__iqr,0.964400654898306,0.964400654898306,False
T_degC__median,Tlog_degC__q75,0.96432062098808,0.96432062098808,False
Tdew_degC__q75,sh_g_kg__max,0.964238331893895,0.964238331893895,False
Tdew_degC__q25,VPact_mbar__min,0.963889520304375,0.963889520304375,False
wd_deg__mean,wd_deg__rms,0.963741215129053,0.963741215129053,False
Tdew_degC__q25,H2OC_mmol_mol__min,0.963709840778162,0.963709840778162,False
VPmax_mbar__q75,T_degC__mean,0.963603430359555,0.963603430359555,False
T_degC__std,T_degC__iqr,0.963536315927882,0.963536315927882,False
Tpot_K__std,Tpot_K__iqr,0.963446657232612,0.963446657232612,False
Tdew_degC__max,Tdew_degC__median,0.963382855781862,0.963382855781862,False
Tdew_degC__q25,sh_g_kg__min,0.963358557457063,0.963358557457063,False
max_PAR_mol_m_s__iqr,max_PAR_mol_m_s__rms,0.963221579705372,0.963221579705372,False
T_degC__std,Tpot_K__iqr,0.963204467815383,0.963204467815383,False
VPmax_mbar__q25,Tpot_K__mean,0.963141780678766,0.963141780678766,False
max_PAR_mol_m_s__q75,max_PAR_mol_m_s__rms,0.963101206595133,0.963101206595133,False
max_PAR_mol_m_s__std,PAR_mol_m_s__max,0.963074423653118,0.963074423653118,False
max_PAR_mol_m_s__std,PAR_mol_m_s__peak_to_peak,0.963074423653118,0.963074423653118,False
